measured_at,repo,stars,pushed_days,user_issues_30d
2026-09-13T09:29:09.056841+00:00,ComposioHQ/composio,30152,0,9
2026-09-13T09:29:09.056841+00:00,firecrawl/firecrawl,179678,0,9
2026-09-13T09:29:09.056841+00:00,langfuse/langfuse,34524,0,7
2026-09-13T09:29:09.056841+00:00,Arize-ai/phoenix,11435,0,21
2026-09-13T09:29:09.056841+00:00,comet-ml/opik,21979,0,5
2026-09-13T09:29:09.056841+00:00,traceloop/openllmetry,7427,34,13
2026-09-13T09:29:09.056841+00:00,confident-ai/deepeval,18244,0,24
2026-09-13T09:29:09.056841+00:00,promptfoo/promptfoo,25057,0,5
2026-09-13T17:36:19.501105+00:00,1jehuang/jcode,19619,0,91
2026-09-13T17:36:19.501105+00:00,777genius/agent-teams-ai,2108,0,3
2026-09-13T17:36:19.501105+00:00,Chachamaru127/claude-code-harness,3112,6,2
2026-09-13T17:36:19.501105+00:00,HKUDS/DeepCode,16529,4,3
2026-09-13T17:36:19.501105+00:00,Hmbown/Codewhale,40965,0,22
2026-09-13T17:36:19.501105+00:00,Kilo-Org/kilocode,27288,0,35
2026-09-13T17:36:19.501105+00:00,QwenLM/qwen-code,27820,0,15
2026-09-13T17:36:19.501105+00:00,SWE-agent/SWE-agent,20312,5,13
2026-09-13T17:36:19.501105+00:00,Untrivial-ai/agent-orchestrator,11919,0,11
2026-09-13T17:36:19.501105+00:00,alibaba/open-code-review,23138,1,34
2026-09-13T17:36:19.501105+00:00,anomalyco/opencode,207064,0,64
2026-09-13T17:36:19.501105+00:00,can1357/oh-my-pi,30933,0,38
2026-09-13T17:36:19.501105+00:00,chaitanyagiri/munder-difflin,7011,2,22
2026-09-13T17:36:19.501105+00:00,chaitin/MonkeyCode,4689,1,38
2026-09-13T17:36:19.501105+00:00,cline/cline,67935,0,28
2026-09-13T17:36:19.501105+00:00,cloudflare/vibesdk,5356,5,0
2026-09-13T17:36:19.501105+00:00,continuedev/continue,35894,0,36
2026-09-13T17:36:19.501105+00:00,echoVic/orca-agent,506,0,1
2026-09-13T17:36:19.501105+00:00,esengine/DeepSeek-Reasonix,35526,0,46
2026-09-13T17:36:19.501105+00:00,gmickel/flow-next,696,0,18
2026-09-13T17:36:19.501105+00:00,google-gemini/gemini-cli,106957,0,40
2026-09-13T17:36:19.501105+00:00,gptme/gptme,4412,0,1
2026-09-13T17:36:19.501105+00:00,kungfu-systems/kungfu,4516,2,0
2026-09-13T17:36:19.501105+00:00,mikeyobrien/ralph-orchestrator,3134,3,1
2026-09-13T17:36:19.501105+00:00,ningbainb/deepseek-harness-desktop,511,0,17
2026-09-13T17:36:19.501105+00:00,openai/codex,123789,0,90
2026-09-13T17:36:19.501105+00:00,openinterpreter/openinterpreter,68312,0,10
2026-09-13T17:36:19.501105+00:00,razzant/claudexor,448,0,34
2026-09-13T17:36:19.501105+00:00,the-open-engine/zeroshot,1831,0,6
2026-09-13T17:36:19.501105+00:00,tigicion/dao-code,1084,2,2
2026-09-13T17:36:19.501105+00:00,xai-org/grok-build,26716,3,0
2026-09-13T17:36:19.501105+00:00,zhnt/loushang,1436,1,0
2026-09-13T17:36:19.501105+00:00,1Panel-dev/MaxKB,22774,1,17
2026-09-13T17:36:19.501105+00:00,AgriciDaniel/claude-obsidian,14872,2,8
2026-09-13T17:36:19.501105+00:00,Egonex-AI/Understand-Anything,82474,1,18
2026-09-13T17:36:19.501105+00:00,EvoMap/AutoResearch,4301,0,4
2026-09-13T17:36:19.501105+00:00,PromtEngineer/localGPT,22198,18,0
2026-09-13T17:36:19.501105+00:00,advaitpaliwal/feynman,9543,6,9
2026-09-13T17:36:19.501105+00:00,aipoch/open-science,4174,0,5
2026-09-13T17:36:19.501105+00:00,arc53/DocsGPT,18261,0,7
2026-09-13T17:36:19.501105+00:00,assafelovic/gpt-researcher,29430,16,17
2026-09-13T17:36:19.501105+00:00,eosphoros-ai/DB-GPT,19946,5,9
2026-09-13T17:36:19.501105+00:00,guy-hartstein/company-research-agent,2278,4,0
2026-09-13T17:36:19.501105+00:00,microsoft/RD-Agent,14602,9,12
2026-09-13T17:36:19.501105+00:00,ruc-datalab/DeepAnalyze,4616,2,2
2026-09-13T17:36:19.501105+00:00,CopilotKit/OpenBot,4842,0,15
2026-09-13T17:36:19.501105+00:00,Player-YN/PawWork_ZhuaZhua,2597,4,0
2026-09-13T17:36:19.501105+00:00,actionbook/actionbook,1591,5,0
2026-09-13T17:36:19.501105+00:00,alibaba/page-agent,29062,2,3
2026-09-13T17:36:19.501105+00:00,browser-use/browser-use,114466,0,17
2026-09-13T17:36:19.501105+00:00,browseros-ai/BrowserOS,13650,2,14
2026-09-13T17:36:19.501105+00:00,bytedance/UI-TARS-desktop,38949,2,9
2026-09-13T17:36:19.501105+00:00,citrolabs/ego-lite,15839,2,69
2026-09-13T17:36:19.501105+00:00,e2b-dev/surf,864,4,0
2026-09-13T17:36:19.501105+00:00,feder-cr/AIHawk,30697,0,3
2026-09-13T17:36:19.501105+00:00,lahfir/agent-desktop,1108,0,18
2026-09-13T17:36:19.501105+00:00,simular-ai/Agent-S,12285,7,2
2026-09-13T17:36:19.501105+00:00,web-infra-dev/midscene,14870,1,7
2026-09-13T17:36:19.501105+00:00,AtomicBot-ai/atomic-agent,2529,1,3
2026-09-13T17:36:19.501105+00:00,Fosowl/agenticSeek,27202,0,4
2026-09-13T17:36:19.501105+00:00,GCWing/BitFun,2124,0,1
2026-09-13T17:36:19.501105+00:00,GCWing/OpenBitFun,2124,0,1
2026-09-13T17:36:19.501105+00:00,HKUDS/nanobot,48095,0,10
2026-09-13T17:36:19.501105+00:00,HolmesGPT/holmesgpt,3287,0,11
2026-09-13T17:36:19.501105+00:00,NousResearch/hermes-agent,245098,0,30
2026-09-13T17:36:19.501105+00:00,OpenCoworkAI/open-cowork,2139,0,2
2026-09-13T17:36:19.501105+00:00,Orkas-AI/Orkas,1965,0,2
2026-09-13T17:36:19.501105+00:00,PersonalJarvis/PersonalJarvis,43,0,60
2026-09-13T17:36:19.501105+00:00,Pinvou/pinvou-agent,1913,0,0
2026-09-13T17:36:19.501105+00:00,Simpleyyt/ai-manus,1622,2,0
2026-09-13T17:36:19.501105+00:00,TencentCloud/Octop,1615,0,30
2026-09-13T17:36:19.501105+00:00,ThinkInAIXYZ/deepchat,6317,0,8
2026-09-13T17:36:19.501105+00:00,aaif-goose/goose,54210,1,41
2026-09-13T17:36:19.501105+00:00,adolfousier/opencrabs,934,0,23
2026-09-13T17:36:19.501105+00:00,agentscope-ai/QwenPaw,34893,2,45
2026-09-13T17:36:19.501105+00:00,dust-tt/dust,1465,0,0
2026-09-13T17:36:19.501105+00:00,eigent-ai/eigent,15260,0,11
2026-09-13T17:36:19.501105+00:00,fox-in-the-box-ai/fox-in-the-box,79,5,36
2026-09-13T17:36:19.501105+00:00,leon-ai/leon,17507,1,2
2026-09-13T17:36:19.501105+00:00,mateaix/mateclaw,1099,0,32
2026-09-13T17:36:19.501105+00:00,matthiasn/lotti,1173,0,0
2026-09-13T17:36:19.501105+00:00,microsoft/magentic-ui,10086,2,2
2026-09-13T17:36:19.501105+00:00,nanocoai/nanoclaw,30756,0,18
2026-09-13T17:36:19.501105+00:00,nearai/ironclaw,12619,2,28
2026-09-13T17:36:19.501105+00:00,netease-youdao/LobsterAI,6018,0,6
2026-09-13T17:36:19.501105+00:00,nousresearch/hermes-agent,245098,0,30
2026-09-13T17:36:19.501105+00:00,osaurus-ai/osaurus,7906,0,17
2026-09-13T17:36:19.501105+00:00,razzant/ouroboros,1305,0,2
2026-09-13T17:36:19.501105+00:00,siddsachar/row-bot,1491,2,6
2026-09-13T17:36:19.501105+00:00,smixs/iva-agent,211,0,21
2026-09-13T17:36:19.501105+00:00,tinyhumansai/openhuman,39735,0,24
2026-09-13T17:36:19.501105+00:00,yc-software/qm,14884,0,13
2026-09-13T17:36:19.501105+00:00,zeroclaw-labs/zeroclaw,32789,0,11
2026-09-13T17:36:19.501105+00:00,zhayujie/CowAgent,46948,0,39
2026-09-13T17:36:19.501105+00:00,0-AI-UG/cate,2141,0,9
2026-09-13T17:36:19.501105+00:00,AstrBotDevs/AstrBot,40435,0,34
2026-09-13T17:36:19.501105+00:00,BloopAI/vibe-kanban,28079,1,1
2026-09-13T17:36:19.501105+00:00,Chevey339/kelivo,3921,0,83
2026-09-13T17:36:19.501105+00:00,CopilotKit/CopilotKit,37334,0,30
2026-09-13T17:36:19.501105+00:00,Mintplex-Labs/anything-llm,65982,2,48
2026-09-13T17:36:19.501105+00:00,NanmiCoder/cc-haha,14367,0,71
2026-09-13T17:36:19.501105+00:00,Piebald-AI/tweakcc,2499,0,5
2026-09-13T17:36:19.501105+00:00,QwenAudio/qwen-audio-agent,2565,0,3
2026-09-13T17:36:19.501105+00:00,RunMaestro/Maestro,3337,0,25
2026-09-13T17:36:19.501105+00:00,ServiceStack/llms,628,11,0
2026-09-13T17:36:19.501105+00:00,Stack-Cairn/LiveAgent,2018,0,37
2026-09-13T17:36:19.501105+00:00,Taewan-P/gpt_mobile,1226,3,3
2026-09-13T17:36:19.501105+00:00,V-know/ChatGPT-Telegram-Bot,652,6,0
2026-09-13T17:36:19.501105+00:00,ValueCell-ai/ClawX,7615,1,5
2026-09-13T17:36:19.501105+00:00,agegr/pi-web,6315,2,36
2026-09-13T17:36:19.501105+00:00,asheshgoplani/agent-deck,882,0,20
2026-09-13T17:36:19.501105+00:00,assistant-ui/assistant-ui,12133,0,36
2026-09-13T17:36:19.501105+00:00,backnotprop/plannotator,8655,0,20
2026-09-13T17:36:19.501105+00:00,danny-avila/LibreChat,43192,0,18
2026-09-13T17:36:19.501105+00:00,elevenlabs/ui,2384,3,1
2026-09-13T17:36:19.501105+00:00,elirantutia/vibeyard,1373,10,2
2026-09-13T17:36:19.501105+00:00,epam/ai-dial-chat,504,0,47
2026-09-13T17:36:19.501105+00:00,flyerhq/flutter_chat_ui,2339,1,0
2026-09-13T17:36:19.501105+00:00,ggozad/oterm,2432,11,0
2026-09-13T17:36:19.501105+00:00,hex/claude-council,739,0,3
2026-09-13T17:36:19.501105+00:00,iOfficeAI/AionUi,32792,4,44
2026-09-13T17:36:19.501105+00:00,jarrodwatts/claude-hud,27948,0,15
2026-09-13T17:36:19.501105+00:00,jonigl/mcp-client-for-ollama,821,2,5
2026-09-13T17:36:19.501105+00:00,karthink/gptel,3525,2,11
2026-09-13T17:36:19.501105+00:00,langchain-ai/agent-chat-ui,3145,4,1
2026-09-13T17:36:19.501105+00:00,langchain-ai/agent-inbox,1088,2,1
2026-09-13T17:36:19.501105+00:00,newo-ether/Agora,369,0,29
2026-09-13T17:36:19.501105+00:00,nimbalyst/nimbalyst,1705,1,86
2026-09-13T17:36:19.501105+00:00,pacifio/atlas,3311,0,3
2026-09-13T17:36:19.501105+00:00,repoprompt/repoprompt-ce,928,1,15
2026-09-13T17:36:19.501105+00:00,siteboon/claudecodeui,13673,3,29
2026-09-13T17:36:19.501105+00:00,slopus/happy,23771,0,37
2026-09-13T17:36:19.501105+00:00,stablyai/orca,67662,0,41
2026-09-13T17:36:19.501105+00:00,tutti-os/tutti,3737,8,5
2026-09-13T17:36:19.501105+00:00,vastsa/PI-Desktop,3274,0,39
2026-09-13T17:36:19.501105+00:00,xintaofei/codeg,3426,1,32
2026-09-13T17:36:19.501105+00:00,ModelEngine-Group/nexent,5862,0,8
2026-09-13T17:36:19.501105+00:00,NVlabs/SoL-Pi,1654,0,22
2026-09-13T17:36:19.501105+00:00,QuintinShaw/pi-dynamic-workflows,515,1,13
2026-09-13T17:36:19.501105+00:00,ShenSeanChen/waku-agent,1743,1,9
2026-09-13T17:36:19.501105+00:00,TokenRhythm/opensquilla,7018,0,15
2026-09-13T17:36:19.501105+00:00,Tura-AI/tura,628,0,1
2026-09-13T17:36:19.501105+00:00,aden-hive/hive,11040,7,30
2026-09-13T17:36:19.501105+00:00,agno-agi/agno,42152,0,20
2026-09-13T17:36:19.501105+00:00,anthropics/claude-agent-sdk-python,8090,0,13
2026-09-13T17:36:19.501105+00:00,avifenesh/agentsys,985,2,1
2026-09-13T17:36:19.501105+00:00,awslabs/cli-agent-orchestrator,1268,0,20
2026-09-13T17:36:19.501105+00:00,bubbuild/bub,1605,0,3
2026-09-13T17:36:19.501105+00:00,bytedance/deer-flow,82346,0,30
2026-09-13T17:36:19.501105+00:00,deepseek-ai/deepseek-harness,222389,2,0
2026-09-13T17:36:19.501105+00:00,docker/docker-agent,3320,0,6
2026-09-13T17:36:19.501105+00:00,earendil-works/pi,104623,0,73
2026-09-13T17:36:19.501105+00:00,evalstate/fast-agent,3918,1,4
2026-09-13T17:36:19.501105+00:00,giselles-ai/giselle,555,12,0
2026-09-13T17:36:19.501105+00:00,github/copilot-sdk,10469,0,28
2026-09-13T17:36:19.501105+00:00,langchain-ai/deepagents,29367,0,11
2026-09-13T17:36:19.501105+00:00,langflow-ai/langflow,154716,0,14
2026-09-13T17:36:19.501105+00:00,micro/go-micro,23062,2,6
2026-09-13T17:36:19.501105+00:00,modu-ai/moai-adk,1212,0,15
2026-09-13T17:36:19.501105+00:00,omnigent-ai/omnigent,9904,0,32
2026-09-13T17:36:19.501105+00:00,onecli/onecli,3475,3,16
2026-09-13T17:36:19.501105+00:00,open-multi-agent/open-multi-agent,6917,0,8
2026-09-13T17:36:19.501105+00:00,openonion/connectonion,1480,0,0
2026-09-13T17:36:19.501105+00:00,org2AI/ORG2,2649,0,0
2026-09-13T17:36:19.501105+00:00,plasma-ai/fractal,717,5,2
2026-09-13T17:36:19.501105+00:00,qhkm/zeptoclaw,651,3,8
2026-09-13T17:36:19.501105+00:00,rocketride-org/rocketride-server,8423,0,15
2026-09-13T17:36:19.501105+00:00,rpamis/comet,3029,0,50
2026-09-13T17:36:19.501105+00:00,sandbaseai/sandbase-harness,643,0,6
2026-09-13T17:36:19.501105+00:00,shepherd-agents/shepherd,2409,4,2
2026-09-13T17:36:19.501105+00:00,strands-agents/harness-sdk,7234,1,19
2026-09-13T17:36:19.501105+00:00,thClaws/thClaws,1221,0,9
2026-09-13T17:36:19.501105+00:00,truefoundry/trueforge,5410,0,2
2026-09-13T17:36:19.501105+00:00,withastro/flue,8203,1,41
2026-09-13T17:36:19.501105+00:00,zylon-ai/private-gpt,57503,2,3
2026-09-13T17:36:19.501105+00:00,JetBrains/koog,4572,6,9
2026-09-13T17:36:19.501105+00:00,TanStack/ai,3100,0,22
2026-09-13T17:36:19.501105+00:00,VRSEN/agency-swarm,4558,4,5
2026-09-13T17:36:19.501105+00:00,VoltAgent/voltagent,10606,17,2
2026-09-13T17:36:19.501105+00:00,ag2ai/ag2,4922,0,8
2026-09-13T17:36:19.501105+00:00,agentscope-ai/agentscope,31530,2,31
2026-09-13T17:36:19.501105+00:00,agentscope-ai/agentscope-java,5581,0,37
2026-09-13T17:36:19.501105+00:00,botpress/botpress,14907,2,5
2026-09-13T17:36:19.501105+00:00,browserbase/stagehand,24267,1,4
2026-09-13T17:36:19.501105+00:00,crewAIInc/crewAI,58456,0,33
2026-09-13T17:36:19.501105+00:00,deepset-ai/haystack,26495,0,14
2026-09-13T17:36:19.501105+00:00,fetchai/uAgents,1635,6,2
2026-09-13T17:36:19.501105+00:00,google-antigravity/antigravity-sdk-python,3377,11,27
2026-09-13T17:36:19.501105+00:00,google/adk-go,8782,0,23
2026-09-13T17:36:19.501105+00:00,google/adk-python,21524,0,37
2026-09-13T17:36:19.501105+00:00,kyegomez/swarms,7168,0,7
2026-09-13T17:36:19.501105+00:00,langchain-ai/langchain,146229,0,43
2026-09-13T17:36:19.501105+00:00,microsoft/agent-framework,13499,0,31
2026-09-13T17:36:19.501105+00:00,microsoft/prompty,1264,1,1
2026-09-13T17:36:19.501105+00:00,microsoft/semantic-kernel,28554,2,9
2026-09-13T17:36:19.501105+00:00,pipecat-ai/pipecat,15495,0,19
2026-09-13T17:36:19.501105+00:00,pydantic/pydantic-ai,19902,0,37
2026-09-13T17:36:19.501105+00:00,run-llama/llama_index,52148,1,17
2026-09-13T17:36:19.501105+00:00,trpc-group/trpc-agent-go,1784,0,25
2026-09-13T17:36:19.501105+00:00,vercel/eve,5095,0,20
2026-09-13T17:36:19.501105+00:00,917Dhj/DeepPaperNote,1066,0,3
2026-09-13T17:36:19.501105+00:00,DietrichGebert/ponytail,137152,6,26
2026-09-13T17:36:19.501105+00:00,Forward-Future/loopy,3129,2,0
2026-09-13T17:36:19.501105+00:00,GoogleChrome/modern-web-guidance,2196,1,0
2026-09-13T17:36:19.501105+00:00,JetBrains/go-modern-guidelines,3437,3,10
2026-09-13T17:36:19.501105+00:00,K-Dense-AI/claude-scientific-skills,44731,0,7
2026-09-13T17:36:19.501105+00:00,K-Dense-AI/scientific-agent-skills,44731,0,7
2026-09-13T17:36:19.501105+00:00,Leonxlnx/unlazy,3299,10,11
2026-09-13T17:36:19.501105+00:00,LouisShark/chatgpt_system_prompt,10762,2,0
2026-09-13T17:36:19.501105+00:00,NeoLabHQ/context-engineering-kit,1693,17,2
2026-09-13T17:36:19.501105+00:00,OthmanAdi/planning-with-files,26848,0,12
2026-09-13T17:36:19.501105+00:00,Owl-Listener/designer-skills,2641,8,1
2026-09-13T17:36:19.501105+00:00,Piebald-AI/claude-code-system-prompts,12655,0,1
2026-09-13T17:36:19.501105+00:00,SuperClaude-Org/SuperClaude_Framework,23885,23,1
2026-09-13T17:36:19.501105+00:00,UditAkhourii/adhd,4160,1,1
2026-09-13T17:36:19.501105+00:00,activeloopai/hivemind,1606,1,5
2026-09-13T17:36:19.501105+00:00,addyosmani/agent-skills,93932,1,15
2026-09-13T17:36:19.501105+00:00,affaan-m/ECC,257581,1,24
2026-09-13T17:36:19.501105+00:00,agent-sh/agnix,413,1,35
2026-09-13T17:36:19.501105+00:00,avifenesh/agnix,413,1,35
2026-09-13T17:36:19.501105+00:00,ayghri/i-have-adhd,44071,3,25
2026-09-13T17:36:19.501105+00:00,bitjaru/styleseed,952,2,1
2026-09-13T17:36:19.501105+00:00,blader/humanizer,47582,6,21
2026-09-13T17:36:19.501105+00:00,cathrynlavery/diagram-design,39117,2,35
2026-09-13T17:36:19.501105+00:00,chuspeeism/dashi-ppt-skill,8127,1,6
2026-09-13T17:36:19.501105+00:00,cloudflare/security-audit-skill,3280,3,1
2026-09-13T17:36:19.501105+00:00,conorbronsdon/avoid-ai-writing,4355,0,1
2026-09-13T17:36:19.501105+00:00,coreyhaines31/marketingskills,49944,8,4
2026-09-13T17:36:19.501105+00:00,davepoon/buildwithclaude,3443,4,4
2026-09-13T17:36:19.501105+00:00,dyoshikawa/rulesync,1422,0,6
2026-09-13T17:36:19.501105+00:00,fcakyon/claude-codex-settings,1142,0,2
2026-09-13T17:36:19.501105+00:00,google-gemini/gemini-skills,4111,2,1
2026-09-13T17:36:19.501105+00:00,google/agents-cli,5920,10,12
2026-09-13T17:36:19.501105+00:00,iflytek/skillhub,5089,0,23
2026-09-13T17:36:19.501105+00:00,jnMetaCode/agency-agents-zh,20634,3,1
2026-09-13T17:36:19.501105+00:00,kepano/obsidian-skills,48265,2,8
2026-09-13T17:36:19.501105+00:00,microsoft/skills,3012,2,2
2026-09-13T17:36:19.501105+00:00,mindfold-ai/Trellis,14613,1,32
2026-09-13T17:36:19.501105+00:00,miqdadbadjuber/anti-slop,2383,2,13
2026-09-13T17:36:19.501105+00:00,mkosir/typescript-style-guide,783,10,0
2026-09-13T17:36:19.501105+00:00,muratcankoylan/Agent-Skills-for-Context-Engineering,17968,2,0
2026-09-13T17:36:19.501105+00:00,mvanhorn/last30days-skill,61955,0,17
2026-09-13T17:36:19.501105+00:00,nextlevelbuilder/ui-ux-pro-max-skill,127309,3,17
2026-09-13T17:36:19.501105+00:00,nicobailon/visual-explainer,9817,15,7
2026-09-13T17:36:19.501105+00:00,obra/superpowers,286103,1,51
2026-09-13T17:36:19.501105+00:00,pchalasani/claude-code-tools,1997,5,4
2026-09-13T17:36:19.501105+00:00,qufei1993/skills-hub,1658,0,10
2026-09-13T17:36:19.501105+00:00,shanraisshan/claude-code-best-practice,65894,0,6
2026-09-13T17:36:19.501105+00:00,trailofbits/skills,7058,3,8
2026-09-13T17:36:19.501105+00:00,wanshuiyin/Auto-claude-code-research-in-sleep,16080,2,10
2026-09-13T17:36:19.501105+00:00,wshobson/agents,39625,0,12
2026-09-13T17:36:19.501105+00:00,xbtlin/ai-berkshire,16321,1,4
2026-09-13T17:36:19.501105+00:00,xingkongliang/skills-manager,4702,5,49
2026-09-13T17:36:19.501105+00:00,zhinkgit/embeddedskills,660,10,0
2026-09-13T17:36:19.501105+00:00,23blocks-OS/ai-maestro,780,3,3
2026-09-13T17:36:19.501105+00:00,Agent-Field/agentfield,2559,1,18
2026-09-13T17:36:19.501105+00:00,Atmosphere/atmosphere,3810,2,0
2026-09-13T17:36:19.501105+00:00,Yuan-lab-LLM/ClawManager,1896,0,2
2026-09-13T17:36:19.501105+00:00,aannoo/claude-hook-comms,490,0,14
2026-09-13T17:36:19.501105+00:00,aannoo/hcom,490,0,14
2026-09-13T17:36:19.501105+00:00,aeonfun/aeon,726,0,2
2026-09-13T17:36:19.501105+00:00,agentlas-ai/Agentlas-OS,1109,0,2
2026-09-13T17:36:19.501105+00:00,agentrq/agentrq,1115,0,0
2026-09-13T17:36:19.501105+00:00,agentscope-ai/AgentTeams,5615,1,16
2026-09-13T17:36:19.501105+00:00,builderz-labs/mission-control,6214,2,6
2026-09-13T17:36:19.501105+00:00,compozy/compozy,2747,0,28
2026-09-13T17:36:19.501105+00:00,conductor-oss/conductor,32197,0,14
2026-09-13T17:36:19.501105+00:00,dataelement/bisheng,11953,0,2
2026-09-13T17:36:19.501105+00:00,desplega-ai/agent-swarm,768,0,6
2026-09-13T17:36:19.501105+00:00,durable-streams/durable-streams,1693,3,2
2026-09-13T17:36:19.501105+00:00,google/ax,2003,11,0
2026-09-13T17:36:19.501105+00:00,hatchet-dev/hatchet,7931,0,11
2026-09-13T17:36:19.501105+00:00,herdrdev/herdr,38172,0,55
2026-09-13T17:36:19.501105+00:00,iflytek/astron-agent,8995,3,1
2026-09-13T17:36:19.501105+00:00,moltis-org/moltis,2858,0,12
2026-09-13T17:36:19.501105+00:00,rivet-dev/actors,6124,0,7
2026-09-13T17:36:19.501105+00:00,DeusData/codebase-memory-mcp,43100,0,53
2026-09-13T17:36:19.501105+00:00,EverMind-AI/EverOS,12925,4,6
2026-09-13T17:36:19.501105+00:00,EvoMap/evolver,9069,1,8
2026-09-13T17:36:19.501105+00:00,MaxFreedomPollard/Compartment,586,2,0
2026-09-13T17:36:19.501105+00:00,MemPalace/mempalace,59033,0,27
2026-09-13T17:36:19.501105+00:00,MemTensor/MemOS,11305,4,29
2026-09-13T17:36:19.501105+00:00,caura-ai/caura,501,0,11
2026-09-13T17:36:19.501105+00:00,chunkhound/chunkhound,1430,2,4
2026-09-13T17:36:19.501105+00:00,eugeniughelbur/obsidian-second-brain,4438,6,36
2026-09-13T17:36:19.501105+00:00,gastownhall/beads,27116,0,31
2026-09-13T17:36:19.501105+00:00,headroomlabs-ai/headroom,71875,0,23
2026-09-13T17:36:19.501105+00:00,infiniflow/ragflow,90611,0,15
2026-09-13T17:36:19.501105+00:00,iwe-org/iwe,1641,1,6
2026-09-13T17:36:19.501105+00:00,mem0ai/mem0,65229,2,38
2026-09-13T17:36:19.501105+00:00,plastic-labs/honcho,7144,1,13
2026-09-13T17:36:19.501105+00:00,rohitg00/agentmemory,28400,6,35
2026-09-13T17:36:19.501105+00:00,smaramwbc/statewave,337,1,24
2026-09-13T17:36:19.501105+00:00,supermemoryai/supermemory,29653,0,10
2026-09-13T17:36:19.501105+00:00,thedotmack/claude-mem,93794,0,13
2026-09-13T17:36:19.501105+00:00,topoteretes/cognee,30665,0,14
2026-09-13T17:36:19.501105+00:00,volcengine/OpenViking,36986,0,25
2026-09-13T17:36:19.501105+00:00,AK-Switch/ak-switch,0,3,28
2026-09-13T17:36:19.501105+00:00,APIParkLab/APIPark,1815,4,1
2026-09-13T17:36:19.501105+00:00,BlockRunAI/ClawRouter,6592,3,28
2026-09-13T17:36:19.501105+00:00,DEEIX-AI/DEEIX-Chat,1456,4,38
2026-09-13T17:36:19.501105+00:00,LeenHawk/gproxy,235,0,26
2026-09-13T17:36:19.501105+00:00,NVIDIA-NeMo/Switchyard,3014,0,19
2026-09-13T17:36:19.501105+00:00,OpenCSGs/csglite,43,0,30
2026-09-13T17:36:19.501105+00:00,QuantumNous/new-api,48001,0,51
2026-09-13T17:36:19.501105+00:00,Xerxes-2/clewdr,1262,11,3
2026-09-13T17:36:19.501105+00:00,azrtydxb/Fastllm-proxy,105,1,13
2026-09-13T17:36:19.501105+00:00,diegosouzapw/OmniRoute,65615,1,22
2026-09-13T17:36:19.501105+00:00,duolahypercho/codex-router,3318,0,11
2026-09-13T17:36:19.501105+00:00,farion1231/cc-switch,132641,0,58
2026-09-13T17:36:19.501105+00:00,hkqr/my-free-code,635,4,0
